PV;CV;SP
15.96;0;25
15.96;0;25
15.96;0;25
15.96;0;25
15.96;0;25
15.96;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.48;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.54;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.18;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.44;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.16;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.34;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.57;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.84;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.31;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.03;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.75;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.6;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.68;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.23;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.02;0;25
15.06;0;25
15.06;0;25
15.06;0;25
15.06;0;25
15.06;0;25
15.07;0;25
15.08;0;25
15.09;0;25
15.1;0;25
15.11;0;25
15.79;0;25
15.8;0;25
15.8;0;25
15.81;0;25
15.82;0;25
15.83;0;25
15.84;0;25
15.85;0;25
15.86;0;25
15.87;0;25
15.27;0;25
15.28;0;25
15.29;0;25
15.3;0;25
15.31;0;25
15.32;0;25
15.33;0;25
15.34;0;25
15.34;0;25
15.35;0;25
15.49;0;25
15.5;0;25
15.51;0;25
15.52;0;25
15.53;0;25
15.53;0;25
15.54;0;25
15.55;0;25
15.56;0;25
15.57;0;25
15.78;0;25
15.79;0;25
15.79;0;25
15.8;0;25
15.81;0;25
15.82;0;25
15.83;0;25
15.84;0;25
15.85;0;25
15.86;0;25
15.84;0;25
15.85;0;25
15.86;0;25
15.87;0;25
15.88;0;25
15.89;0;25
15.9;0;25
15.9;0;25
15.91;0;25
15.92;0;25
15.51;0;25
15.53;0;25
15.53;0;25
15.54;0;25
15.54;0;25
15.55;0;25
15.56;0;25
15.57;0;25
15.58;0;25
15.59;0;25
16.04;0;25
16.06;0;25
16.06;0;25
16.07;0;25
16.08;0;25
16.09;0;25
16.1;0;25
16.1;0;25
16.11;0;25
16.12;0;25
15.71;0;25
15.72;0;25
15.73;0;25
15.74;0;25
15.74;0;25
15.75;0;25
15.76;0;25
15.77;0;25
15.78;0;25
15.79;0;25
16.56;0;25
16.57;0;25
16.58;0;25
16.59;0;25
